# "Fiber Length" "Sig_Fwd (180.0000 THz)" "Sig_Fwd (180.2000 THz)" "Sig_Fwd (180.4000 THz)" "Sig_Fwd (180.6000 THz)" "Sig_Fwd (180.8000 THz)" "Sig_Fwd (181.0000 THz)" "Sig_Fwd (181.2000 THz)" "Sig_Fwd (181.4000 THz)" "Sig_Fwd (181.6000 THz)" "Sig_Fwd (181.8000 THz)" "Sig_Fwd (182.0000 THz)" "Sig_Fwd (182.2000 THz)" "Sig_Fwd (182.4000 THz)" "Sig_Fwd (182.6000 THz)" "Sig_Fwd (182.8000 THz)" "Sig_Fwd (183.0000 THz)" "Sig_Fwd (183.2000 THz)" "Sig_Fwd (183.4000 THz)" "Sig_Fwd (183.6000 THz)" "Sig_Fwd (183.8000 THz)" "Sig_Fwd (184.0000 THz)" "Sig_Fwd (184.2000 THz)" "Sig_Fwd (184.4000 THz)" "Sig_Fwd (184.6000 THz)" "Sig_Fwd (184.8000 THz)" "Sig_Fwd (185.0000 THz)" "Sig_Fwd (185.2000 THz)" "Sig_Fwd (185.4000 THz)" "Sig_Fwd (185.6000 THz)" "Sig_Fwd (185.8000 THz)" "Sig_Fwd (186.0000 THz)" "Sig_Fwd (186.2000 THz)" "Sig_Fwd (186.4000 THz)" "Sig_Fwd (186.6000 THz)" "Sig_Fwd (186.8000 THz)" "Sig_Fwd (187.0000 THz)" "Sig_Fwd (187.2000 THz)" "Sig_Fwd (187.4000 THz)" "Sig_Fwd (187.6000 THz)" "Sig_Fwd (187.8000 THz)" "Sig_Fwd (188.0000 THz)" "Sig_Fwd (188.2000 THz)" "Sig_Fwd (188.4000 THz)" "Sig_Fwd (188.6000 THz)" "Sig_Fwd (188.8000 THz)" "Sig_Fwd (189.0000 THz)" "Sig_Fwd (189.2000 THz)" "Sig_Fwd (189.4000 THz)" "Sig_Fwd (189.6000 THz)" "Sig_Fwd (189.8000 THz)" "Sig_Fwd (190.0000 THz)" "Sig_Fwd (190.2000 THz)" "Sig_Fwd (190.4000 THz)" "Sig_Fwd (190.6000 THz)" "Sig_Fwd (190.8000 THz)" "Sig_Fwd (191.0000 THz)" "Sig_Fwd (191.2000 THz)" "Sig_Fwd (191.4000 THz)" "Sig_Fwd (191.6000 THz)" "Sig_Fwd (191.8000 THz)" "Sig_Fwd (192.0000 THz)" "Sig_Fwd (192.2000 THz)" "Sig_Fwd (192.4000 THz)" "Sig_Fwd (192.6000 THz)" "Sig_Fwd (192.8000 THz)" "Sig_Fwd (193.0000 THz)" "Sig_Fwd (193.2000 THz)" "Sig_Fwd (193.4000 THz)" "Sig_Fwd (193.6000 THz)" "Sig_Fwd (193.8000 THz)" "Sig_Fwd (194.0000 THz)" "Sig_Fwd (194.2000 THz)" "Sig_Fwd (194.4000 THz)" "Sig_Fwd (194.6000 THz)" "Sig_Fwd (194.8000 THz)" "Sig_Fwd (195.0000 THz)" "Sig_Fwd (195.2000 THz)" "Sig_Fwd (195.4000 THz)" "Sig_Fwd (195.6000 THz)" "Sig_Fwd (195.8000 THz)" "Sig_Fwd (196.0000 THz)" "Sig_Fwd (196.2000 THz)" "Sig_Fwd (196.4000 THz)" "Sig_Fwd (196.6000 THz)" "Sig_Fwd (196.8000 THz)" "Sig_Fwd (197.0000 THz)" "Sig_Fwd (197.2000 THz)" "Sig_Fwd (197.4000 THz)" "Sig_Fwd (197.6000 THz)" "Sig_Fwd (197.8000 THz)" "Sig_Fwd (198.0000 THz)" "Sig_Fwd (198.2000 THz)" "Sig_Fwd (198.4000 THz)" "Sig_Fwd (198.6000 THz)" "Sig_Fwd (198.8000 THz)" "Sig_Fwd (199.0000 THz)" "Sig_Fwd (199.2000 THz)" "Sig_Fwd (199.4000 THz)" "Sig_Fwd (199.6000 THz)" "Sig_Fwd (199.8000 THz)" "Sig_Bwd (200.0000 THz)" ASE_Fwd ASE_Bwd 
# (km) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) 
 24.0000000 -34.7785268 -34.7770896 -34.7744767 -34.7704329 -34.7661165 -34.7609593 -34.7524226 -34.7401483 -34.7311556 -34.7244973 -34.7285015 -34.7410157 -34.7457650 -34.7480510 -34.7493884 -34.7483186 -34.7463062 -34.7436834 -34.7404247 -34.7355122 -34.7306649 -34.7247182 -34.7173195 -34.7076538 -34.6868923 -34.6479918 -34.6091774 -34.5798813 -34.5887869 -34.5894660 -34.5858404 -34.5817770 -34.5786953 -34.5754058 -34.5725711 -34.5728241 -34.5746216 -34.5768064 -34.5800803 -34.5833656 -34.5873825 -34.5914641 -34.5947704 -34.6000508 -34.6038791 -34.6087919 -34.6130969 -34.6168451 -34.6213252 -34.6263380 -34.6322224 -34.6378166 -34.6427711 -34.6473981 -34.6516965 -34.6577746 -34.6627899 -34.6676744 -34.6725464 -34.6784969 -34.6828747 -34.6868531 -34.6912487 -34.6957086 -34.7002923 -34.7048975 -34.7093534 -34.7126752 -34.7158646 -34.7193642 -34.7216536 -34.7244253 -34.7269308 -34.7294572 -34.7325225 -34.7347685 -34.7360457 -34.7373480 -34.7386678 -34.7399351 -34.7412353 -34.7422311 -34.7434148 -34.7450154 -34.7469844 -34.7490010 -34.7516345 -34.7545458 -34.7572377 -34.7600898 -34.7628346 -34.7667163 -34.7707324 -34.7756118 -34.7814356 -34.7864244 -34.7919392 -34.7959602 -34.7982622 -34.7999898 9.5698052 -41.2624664 -30.6528147 
 25.0000000 -34.9770601 -34.9755216 -34.9727244 -34.9683955 -34.9637747 -34.9582539 -34.9491153 -34.9359756 -34.9263487 -34.9192207 -34.9235066 -34.9369022 -34.9419857 -34.9444324 -34.9458636 -34.9447179 -34.9425632 -34.9397551 -34.9362662 -34.9310069 -34.9258174 -34.9194510 -34.9115301 -34.9011825 -34.8789570 -34.8373140 -34.7957629 -34.7644008 -34.7739326 -34.7746580 -34.7707754 -34.7664241 -34.7631237 -34.7596008 -34.7565647 -34.7568337 -34.7587562 -34.7610933 -34.7645963 -34.7681113 -34.7724096 -34.7767770 -34.7803146 -34.7859654 -34.7900617 -34.7953190 -34.7999257 -34.8039362 -34.8087302 -34.8140945 -34.8203918 -34.8263785 -34.8316803 -34.8366316 -34.8412311 -34.8477357 -34.8531027 -34.8583296 -34.8635431 -34.8699112 -34.8745957 -34.8788527 -34.8835563 -34.8883286 -34.8932335 -34.8981615 -34.9029297 -34.9064838 -34.9098963 -34.9136409 -34.9160899 -34.9190553 -34.9217358 -34.9244386 -34.9277185 -34.9301215 -34.9314876 -34.9328809 -34.9342928 -34.9356486 -34.9370397 -34.9381049 -34.9393713 -34.9410841 -34.9431913 -34.9453494 -34.9481678 -34.9512837 -34.9541647 -34.9572172 -34.9601548 -34.9643093 -34.9686078 -34.9738306 -34.9800644 -34.9854044 -34.9913075 -34.9956116 -34.9980756 -34.9999248 9.7698424 -41.0150077 -30.5001585 
 26.0000000 -35.1755261 -35.1738814 -35.1708913 -35.1662639 -35.1613244 -35.1554228 -35.1456539 -35.1316080 -35.1213170 -35.1136971 -35.1182779 -35.1325965 -35.1380300 -35.1406449 -35.1421743 -35.1409492 -35.1386454 -35.1356431 -35.1319132 -35.1262907 -35.1207428 -35.1139369 -35.1054692 -35.0944075 -35.0706490 -35.0261341 -34.9817174 -34.9481917 -34.9583791 -34.9591530 -34.9550012 -34.9503483 -34.9468188 -34.9430514 -34.9398043 -34.9400902 -34.9421435 -34.9446399 -34.9483827 -34.9521383 -34.9567311 -34.9613979 -34.9651775 -34.9712161 -34.9755930 -34.9812109 -34.9861333 -34.9904185 -34.9955412 -35.0012735 -35.0080031 -35.0144006 -35.0200660 -35.0253568 -35.0302716 -35.0372227 -35.0429579 -35.0485432 -35.0541144 -35.0609196 -35.0659252 -35.0704738 -35.0754998 -35.0805993 -35.0858405 -35.0911064 -35.0962015 -35.0999988 -35.1036448 -35.1076458 -35.1102620 -35.1134302 -35.1162938 -35.1191812 -35.1226857 -35.1252531 -35.1267124 -35.1282008 -35.1297091 -35.1311576 -35.1326438 -35.1337817 -35.1351348 -35.1369649 -35.1392167 -35.1415229 -35.1445350 -35.1478651 -35.1509441 -35.1542065 -35.1573459 -35.1617860 -35.1663803 -35.1719625 -35.1786256 -35.1843334 -35.1906431 -35.1952437 -35.1978773 -35.1998538 9.9698785 -40.7719462 -30.3483419 
 27.0000000 -35.3739215 -35.3721657 -35.3689736 -35.3640336 -35.3587603 -35.3524599 -35.3420310 -35.3270362 -35.3160497 -35.3079148 -35.3128044 -35.3280894 -35.3338894 -35.3366804 -35.3383126 -35.3370042 -35.3345444 -35.3313388 -35.3273564 -35.3213536 -35.3154305 -35.3081642 -35.2991240 -35.2873145 -35.2619506 -35.2144284 -35.1670108 -35.1312196 -35.1420934 -35.1429180 -35.1384843 -35.1335156 -35.1297461 -35.1257226 -35.1222545 -35.1225580 -35.1247482 -35.1274114 -35.1314051 -35.1354126 -35.1403137 -35.1452938 -35.1493270 -35.1557714 -35.1604421 -35.1664376 -35.1716906 -35.1762633 -35.1817301 -35.1878476 -35.1950298 -35.2018575 -35.2079036 -35.2135499 -35.2187947 -35.2262133 -35.2323339 -35.2382946 -35.2442400 -35.2515030 -35.2568448 -35.2616987 -35.2670621 -35.2725041 -35.2780975 -35.2837171 -35.2891544 -35.2932064 -35.2970968 -35.3013662 -35.3041574 -35.3075379 -35.3105932 -35.3136739 -35.3174135 -35.3201530 -35.3217098 -35.3232977 -35.3249071 -35.3264525 -35.3280383 -35.3292523 -35.3306960 -35.3326491 -35.3350522 -35.3375135 -35.3407284 -35.3442828 -35.3475691 -35.3510511 -35.3544018 -35.3591412 -35.3640450 -35.3700037 -35.3771163 -35.3832091 -35.3899446 -35.3948557 -35.3976669 -35.3997766 10.1699134 -40.5327990 -30.1973983 
 28.0000000 -35.5722429 -35.5703708 -35.5669671 -35.5616997 -35.5560770 -35.5493590 -35.5382390 -35.5222504 -35.5105357 -35.5018614 -35.5070743 -35.5233714 -35.5295551 -35.5325305 -35.5342703 -35.5328748 -35.5302515 -35.5268330 -35.5225863 -35.5161852 -35.5098690 -35.5021208 -35.4924809 -35.4798884 -35.4528434 -35.4021721 -35.3516121 -35.3134484 -35.3250410 -35.3259187 -35.3211897 -35.3158902 -35.3118693 -35.3075776 -35.3038780 -35.3041998 -35.3065334 -35.3093712 -35.3136276 -35.3178987 -35.3231227 -35.3284308 -35.3327292 -35.3395988 -35.3445770 -35.3509678 -35.3565668 -35.3614405 -35.3672676 -35.3737884 -35.3814445 -35.3887225 -35.3951673 -35.4011856 -35.4067759 -35.4146841 -35.4212082 -35.4275618 -35.4338992 -35.4416414 -35.4473351 -35.4525086 -35.4582254 -35.4640260 -35.4699879 -35.4759779 -35.4817736 -35.4860921 -35.4902384 -35.4947889 -35.4977632 -35.5013659 -35.5046219 -35.5079049 -35.5118907 -35.5148103 -35.5164691 -35.5181613 -35.5198764 -35.5215234 -35.5232134 -35.5245070 -35.5260456 -35.5281273 -35.5306890 -35.5333127 -35.5367399 -35.5405291 -35.5440324 -35.5477445 -35.5513164 -35.5563690 -35.5615970 -35.5679499 -35.5755332 -35.5820292 -35.5892106 -35.5944466 -35.5974439 -35.5996932 10.3699472 -40.2971409 -30.0473624 
 29.0000000 -35.7704868 -35.7684928 -35.7648675 -35.7592574 -35.7532687 -35.7461134 -35.7342697 -35.7172406 -35.7047633 -35.6955241 -35.7010756 -35.7184324 -35.7250179 -35.7281864 -35.7300389 -35.7285521 -35.7257576 -35.7221161 -35.7175925 -35.7107744 -35.7040466 -35.6957936 -35.6855259 -35.6721133 -35.6433079 -35.5893391 -35.5354885 -35.4948404 -35.5071856 -35.5081188 -35.5030806 -35.4974347 -35.4931505 -35.4885778 -35.4846358 -35.4849768 -35.4874603 -35.4904808 -35.4950123 -35.4995594 -35.5051214 -35.5107730 -35.5153492 -35.5226637 -35.5279639 -35.5347685 -35.5407299 -35.5459188 -35.5521229 -35.5590661 -35.5672183 -35.5749678 -35.5818299 -35.5882378 -35.5941899 -35.6026106 -35.6095572 -35.6163222 -35.6230699 -35.6313138 -35.6373760 -35.6428841 -35.6489709 -35.6551469 -35.6614947 -35.6678725 -35.6740432 -35.6786409 -35.6830550 -35.6878997 -35.6910658 -35.6949011 -35.6983672 -35.7018620 -35.7061055 -35.7092137 -35.7109793 -35.7127806 -35.7146063 -35.7163596 -35.7181588 -35.7195358 -35.7211737 -35.7233902 -35.7261178 -35.7289115 -35.7325610 -35.7365960 -35.7403266 -35.7442795 -35.7480831 -35.7534637 -35.7590311 -35.7657967 -35.7738728 -35.7807911 -35.7884393 -35.7940157 -35.7972077 -35.7996031 10.5699799 -40.0645960 -29.8982710 
 30.0000000 -35.9686493 -35.9665277 -35.9626705 -35.9567013 -35.9503294 -35.9427162 -35.9301147 -35.9119960 -35.8987201 -35.8888894 -35.8947954 -35.9132619 -35.9202681 -35.9236387 -35.9256093 -35.9240268 -35.9210530 -35.9171781 -35.9123645 -35.9051097 -35.8979509 -35.8891693 -35.8782441 -35.8639728 -35.8333241 -35.7759021 -35.7186057 -35.6753562 -35.6884894 -35.6894807 -35.6841185 -35.6781099 -35.6735499 -35.6686830 -35.6644871 -35.6648480 -35.6674885 -35.6707004 -35.6755198 -35.6803558 -35.6862716 -35.6922829 -35.6971498 -35.7049303 -35.7105675 -35.7178055 -35.7241462 -35.7296650 -35.7362640 -35.7436493 -35.7523209 -35.7605642 -35.7678633 -35.7746790 -35.7810098 -35.7899672 -35.7973561 -35.8045518 -35.8117291 -35.8204983 -35.8269463 -35.8328047 -35.8392789 -35.8458479 -35.8525998 -35.8593835 -35.8659470 -35.8708368 -35.8755314 -35.8806842 -35.8840509 -35.8881298 -35.8918158 -35.8955323 -35.9000456 -35.9033512 -35.9052287 -35.9071442 -35.9090858 -35.9109503 -35.9128637 -35.9143280 -35.9160699 -35.9184274 -35.9213288 -35.9243005 -35.9281828 -35.9324752 -35.9364438 -35.9406489 -35.9446950 -35.9504190 -35.9563419 -35.9635395 -35.9721318 -35.9794921 -35.9876292 -35.9935620 -35.9969579 -35.9995063 10.7700117 -39.8348303 -29.7501620 
 31.0000000 -36.1667266 -36.1644714 -36.1603713 -36.1540262 -36.1472530 -36.1391603 -36.1257652 -36.1065055 -36.0923934 -36.0819433 -36.0882205 -36.1078489 -36.1152957 -36.1188780 -36.1209720 -36.1192894 -36.1161279 -36.1120085 -36.1068913 -36.0991791 -36.0915690 -36.0822339 -36.0706202 -36.0554496 -36.0228706 -35.9618327 -35.9009281 -35.8549544 -35.8689126 -35.8699647 -35.8642633 -35.8578747 -35.8530260 -35.8478509 -35.8433889 -35.8437707 -35.8465755 -35.8499877 -35.8551086 -35.8602472 -35.8665335 -35.8729212 -35.8780925 -35.8863608 -35.8923510 -35.9000426 -35.9067805 -35.9126447 -35.9196572 -35.9275053 -35.9367209 -35.9454811 -35.9532376 -35.9604804 -35.9672077 -35.9767269 -35.9845790 -35.9922256 -35.9998527 -36.0091720 -36.0160238 -36.0222490 -36.0291287 -36.0361093 -36.0432842 -36.0504929 -36.0574677 -36.0626633 -36.0676516 -36.0731268 -36.0767037 -36.0810375 -36.0849538 -36.0889024 -36.0936982 -36.0972105 -36.0992050 -36.1012401 -36.1033029 -36.1052840 -36.1073170 -36.1088727 -36.1107235 -36.1132286 -36.1163119 -36.1194700 -36.1235960 -36.1281580 -36.1323757 -36.1368448 -36.1411449 -36.1472284 -36.1535235 -36.1611736 -36.1703062 -36.1781296 -36.1867785 -36.1930845 -36.1966940 -36.1994025 10.9700425 -39.6075471 -29.6030757 
 32.0000000 -36.3647146 -36.3623194 -36.3579649 -36.3512263 -36.3440328 -36.3354380 -36.3212119 -36.3007574 -36.2857697 -36.2746709 -36.2813368 -36.3021820 -36.3100901 -36.3138940 -36.3161174 -36.3143299 -36.3109717 -36.3065962 -36.3011611 -36.2929700 -36.2848873 -36.2749725 -36.2626378 -36.2465256 -36.2119252 -36.1471009 -36.0824179 -36.0335915 -36.0484137 -36.0495294 -36.0434728 -36.0366862 -36.0315350 -36.0260372 -36.0212967 -36.0217002 -36.0246771 -36.0282990 -36.0337355 -36.0391908 -36.0458649 -36.0526468 -36.0581369 -36.0669159 -36.0732756 -36.0814422 -36.0885959 -36.0948218 -36.1022671 -36.1106000 -36.1203850 -36.1296864 -36.1379219 -36.1456118 -36.1527543 -36.1628618 -36.1711987 -36.1793175 -36.1874156 -36.1973107 -36.2045854 -36.2111946 -36.2184990 -36.2259103 -36.2335282 -36.2411819 -36.2485872 -36.2541031 -36.2593988 -36.2652117 -36.2690085 -36.2736092 -36.2777666 -36.2819582 -36.2870497 -36.2907784 -36.2928955 -36.2950557 -36.2972455 -36.2993485 -36.3015067 -36.3031581 -36.3051229 -36.3077826 -36.3110564 -36.3144096 -36.3187908 -36.3236350 -36.3281136 -36.3328592 -36.3374252 -36.3438852 -36.3505699 -36.3586939 -36.3683924 -36.3767004 -36.3858854 -36.3925822 -36.3964152 -36.3992915 11.1700724 -39.3824813 -29.4570541 
 33.0000000 -36.5626089 -36.5600672 -36.5554464 -36.5482956 -36.5406621 -36.5315415 -36.5164452 -36.4947395 -36.4788349 -36.4670569 -36.4741298 -36.4962490 -36.5046401 -36.5086761 -36.5110349 -36.5091376 -36.5055735 -36.5009299 -36.4951618 -36.4864691 -36.4778915 -36.4673697 -36.4542800 -36.4371817 -36.4004647 -36.3316755 -36.2630359 -36.2112224 -36.2269492 -36.2281314 -36.2217028 -36.2144995 -36.2090315 -36.2031956 -36.1981634 -36.1985897 -36.2017467 -36.2055880 -36.2113550 -36.2171419 -36.2242221 -36.2314167 -36.2372405 -36.2465543 -36.2533009 -36.2619648 -36.2695539 -36.2761584 -36.2840569 -36.2928973 -36.3032785 -36.3131466 -36.3218836 -36.3300417 -36.3376188 -36.3483423 -36.3571869 -36.3658001 -36.3743913 -36.3848893 -36.3926068 -36.3996181 -36.4073669 -36.4152294 -36.4233110 -36.4314307 -36.4392868 -36.4451379 -36.4507555 -36.4569219 -36.4609490 -36.4658292 -36.4702389 -36.4746849 -36.4800860 -36.4840413 -36.4862866 -36.4885780 -36.4909007 -36.4931314 -36.4954207 -36.4971722 -36.4992563 -36.5020779 -36.5055511 -36.5091087 -36.5137570 -36.5188968 -36.5236485 -36.5286835 -36.5335280 -36.5403822 -36.5474750 -36.5560951 -36.5663861 -36.5752017 -36.5849480 -36.5920539 -36.5961211 -36.5991731 11.3701014 -39.1593956 -29.3121410 
 34.0000000 -36.7604052 -36.7577100 -36.7528103 -36.7452278 -36.7371336 -36.7274624 -36.7114548 -36.6884391 -36.6715742 -36.6590850 -36.6665841 -36.6900374 -36.6989343 -36.7032133 -36.7057139 -36.7037016 -36.6999219 -36.6949974 -36.6888806 -36.6796628 -36.6705669 -36.6594095 -36.6455291 -36.6273983 -36.5884648 -36.5155237 -36.4427411 -36.3877995 -36.4044735 -36.4057253 -36.3989070 -36.3912673 -36.3854676 -36.3792778 -36.3739400 -36.3743901 -36.3777355 -36.3818067 -36.3879197 -36.3940537 -36.4015592 -36.4091858 -36.4153590 -36.4252328 -36.4323844 -36.4415690 -36.4496139 -36.4566149 -36.4649880 -36.4743596 -36.4853652 -36.4958266 -36.5050887 -36.5137370 -36.5217692 -36.5331376 -36.5425138 -36.5516446 -36.5607520 -36.5718815 -36.5800625 -36.5874947 -36.5957091 -36.6040439 -36.6126110 -36.6212186 -36.6295466 -36.6357488 -36.6417033 -36.6482398 -36.6525080 -36.6576808 -36.6623547 -36.6670671 -36.6727924 -36.6769849 -36.6793645 -36.6817931 -36.6842550 -36.6866193 -36.6890458 -36.6909022 -36.6931112 -36.6961023 -36.6997843 -36.7035558 -36.7084840 -36.7139332 -36.7189709 -36.7243090 -36.7294450 -36.7367120 -36.7442321 -36.7533717 -36.7642831 -36.7736303 -36.7839642 -36.7914986 -36.7958109 -36.7990468 11.5701296 -38.9380770 -29.1683828 
 35.0000000 -36.9580987 -36.9552428 -36.9500510 -36.9420166 -36.9334398 -36.9231921 -36.9062304 -36.8818427 -36.8639724 -36.8507383 -36.8586837 -36.8835340 -36.8929605 -36.8974939 -36.9001430 -36.8980102 -36.8940047 -36.8887862 -36.8823042 -36.8725365 -36.8628979 -36.8510748 -36.8363666 -36.8171544 -36.7759000 -36.6986113 -36.6214902 -36.5632730 -36.5809389 -36.5822636 -36.5750373 -36.5669405 -36.5607934 -36.5542328 -36.5485750 -36.5490500 -36.5525928 -36.5569045 -36.5633797 -36.5698772 -36.5778279 -36.5859070 -36.5924460 -36.6029061 -36.6104817 -36.6202115 -36.6287338 -36.6361499 -36.6450197 -36.6549477 -36.6666070 -36.6776897 -36.6875015 -36.6966630 -36.7051717 -36.7172154 -36.7271482 -36.7368210 -36.7464690 -36.7582595 -36.7669259 -36.7747989 -36.7835006 -36.7923299 -36.8014054 -36.8105238 -36.8193460 -36.8259157 -36.8322230 -36.8391471 -36.8436677 -36.8491468 -36.8540973 -36.8590886 -36.8651533 -36.8695942 -36.8721144 -36.8746866 -36.8772942 -36.8797984 -36.8823687 -36.8843348 -36.8866747 -36.8898432 -36.8937439 -36.8977394 -36.9029604 -36.9087336 -36.9140709 -36.9197263 -36.9251676 -36.9328668 -36.9408342 -36.9505178 -36.9620789 -36.9719826 -36.9829320 -36.9909150 -36.9954841 -36.9989126 11.7701570 -38.7183342 -29.0258278 
 36.0000000 -37.1556844 -37.1526603 -37.1471627 -37.1386550 -37.1295729 -37.1187215 -37.1007606 -37.0749363 -37.0560131 -37.0419991 -37.0504118 -37.0767249 -37.0867060 -37.0915059 -37.0943104 -37.0920514 -37.0878094 -37.0822830 -37.0754187 -37.0650750 -37.0548681 -37.0423480 -37.0267728 -37.0064284 -36.9627436 -36.8809022 -36.7992381 -36.7375910 -36.7562955 -36.7576964 -36.7500427 -36.7414674 -36.7349564 -36.7280075 -36.7220146 -36.7225156 -36.7262650 -36.7308286 -36.7376831 -36.7445612 -36.7529780 -36.7615308 -36.7684527 -36.7795267 -36.7875464 -36.7978471 -36.8068691 -36.8147198 -36.8241098 -36.8346203 -36.8469640 -36.8586972 -36.8690848 -36.8787836 -36.8877912 -36.9005420 -36.9110576 -36.9212978 -36.9315118 -36.9439945 -36.9531691 -36.9615036 -36.9707155 -36.9800627 -36.9896705 -36.9993237 -37.0086633 -37.0156178 -37.0222945 -37.0296244 -37.0344092 -37.0402090 -37.0454492 -37.0507324 -37.0571525 -37.0618534 -37.0645208 -37.0672434 -37.0700035 -37.0726543 -37.0753750 -37.0774560 -37.0799329 -37.0832872 -37.0874168 -37.0916468 -37.0971746 -37.1032871 -37.1089380 -37.1149257 -37.1206866 -37.1288384 -37.1372743 -37.1475274 -37.1597688 -37.1702553 -37.1818491 -37.1903020 -37.1951398 -37.1987699 11.9701837 -38.4999942 -28.8845269 
 37.0000000 -37.3531573 -37.3499571 -37.3441391 -37.3351358 -37.3255247 -37.3140411 -37.2950339 -37.2677053 -37.2476796 -37.2328489 -37.2417508 -37.2695957 -37.2801575 -37.2852364 -37.2882036 -37.2858125 -37.2813229 -37.2754740 -37.2682093 -37.2572626 -37.2464605 -37.2332106 -37.2167275 -37.1951975 -37.1489676 -37.0623590 -36.9759377 -36.9106989 -36.9304908 -36.9319716 -36.9238704 -36.9147938 -36.9079017 -36.9005463 -36.8942025 -36.8947306 -36.8986963 -36.9035236 -36.9107752 -36.9180518 -36.9269567 -36.9360054 -36.9433284 -36.9550451 -36.9635297 -36.9744281 -36.9839734 -36.9922791 -37.0022139 -37.0133343 -37.0263947 -37.0388090 -37.0497993 -37.0600607 -37.0695907 -37.0830819 -37.0942077 -37.1050421 -37.1158487 -37.1290562 -37.1387629 -37.1475805 -37.1573268 -37.1672161 -37.1773812 -37.1875944 -37.1974758 -37.2048333 -37.2118967 -37.2196514 -37.2247129 -37.2308485 -37.2363919 -37.2419808 -37.2487730 -37.2537462 -37.2565676 -37.2594477 -37.2623676 -37.2651718 -37.2680500 -37.2702513 -37.2728716 -37.2764204 -37.2807897 -37.2852653 -37.2911143 -37.2975820 -37.3035612 -37.3098969 -37.3159925 -37.3246182 -37.3335446 -37.3443942 -37.3573479 -37.3684446 -37.3807132 -37.3896580 -37.3947773 -37.3986186 12.1702096 -38.2829008 -28.7445333 
 38.0000000 -37.5505120 -37.5471272 -37.5409739 -37.5314517 -37.5212866 -37.5091410 -37.4890381 -37.4601343 -37.4389541 -37.4232682 -37.4326824 -37.4621313 -37.4733011 -37.4786721 -37.4818098 -37.4792803 -37.4745314 -37.4683448 -37.4606608 -37.4490826 -37.4376573 -37.4236431 -37.4062093 -37.3834378 -37.3345429 -37.2429423 -37.1515395 -37.0825396 -37.1034702 -37.1050345 -37.0964647 -37.0868632 -37.0795721 -37.0717909 -37.0650795 -37.0656360 -37.0698282 -37.0749316 -37.0825990 -37.0902927 -37.0997087 -37.1092768 -37.1170195 -37.1294093 -37.1383807 -37.1499050 -37.1599981 -37.1687803 -37.1792854 -37.1910444 -37.2048552 -37.2179827 -37.2296041 -37.2404547 -37.2505316 -37.2647980 -37.2765627 -37.2880193 -37.2994465 -37.3134128 -37.3236767 -37.3330002 -37.3433059 -37.3537629 -37.3645116 -37.3753112 -37.3857598 -37.3935391 -37.4010075 -37.4092070 -37.4145582 -37.4210454 -37.4269062 -37.4328152 -37.4399970 -37.4452552 -37.4482380 -37.4512829 -37.4543700 -37.4573349 -37.4603780 -37.4627053 -37.4654757 -37.4692282 -37.4738485 -37.4785813 -37.4847666 -37.4916063 -37.4979293 -37.5046293 -37.5110753 -37.5201973 -37.5296373 -37.5411114 -37.5548111 -37.5665468 -37.5795220 -37.5889819 -37.5943959 -37.5984583 12.3702348 -38.0669125 -28.6059032 
